maṇḍala,sūkta,ṛca,m-s-r,m-s,ṛṣi,devatā,chandaḥ
8,24,9,8-24-9,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,10,8-24-10,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,11,8-24-11,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,12,8-24-12,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,13,8-24-13,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,14,8-24-14,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,15,8-24-15,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,16,8-24-16,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,17,8-24-17,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,18,8-24-18,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,19,8-24-19,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,20,8-24-20,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,21,8-24-21,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,22,8-24-22,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,23,8-24-23,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,24,8-24-24,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,25,8-24-25,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,26,8-24-26,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,27,8-24-27,8 - 24,viśvamanāḥ vaiyaśvaḥ,indraḥ,uṣṇik
8,24,28,8-24-28,8 - 24,viśvamanāḥ vaiyaśvaḥ,varuḥ sauṣāmṇiḥ,uṣṇik
8,24,29,8-24-29,8 - 24,viśvamanāḥ vaiyaśvaḥ,varuḥ sauṣāmṇiḥ,uṣṇik
8,24,30,8-24-30,8 - 24,viśvamanāḥ vaiyaśvaḥ,varuḥ sauṣāmṇiḥ,anuṣṭubh
8,25,1,8-25-1,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,2,8-25-2,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,3,8-25-3,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,4,8-25-4,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,5,8-25-5,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,6,8-25-6,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,7,8-25-7,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,8,8-25-8,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,9,8-25-9,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,10,8-25-10,8 - 25,viśvamanāḥ vaiyaśvaḥ,viśvedevāḥ,uṣṇik
8,25,11,8-25-11,8 - 25,viśvamanāḥ vaiyaśvaḥ,viśvedevāḥ,uṣṇik
8,25,12,8-25-12,8 - 25,viśvamanāḥ vaiyaśvaḥ,viśvedevāḥ,uṣṇik
8,25,13,8-25-13,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,14,8-25-14,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,15,8-25-15,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,16,8-25-16,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,17,8-25-17,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,18,8-25-18,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,19,8-25-19,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,20,8-25-20,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,21,8-25-21,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,22,8-25-22,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,23,8-25-23,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,25,24,8-25-24,8 - 25,viśvamanāḥ vaiyaśvaḥ,mitrāvaruṇau,uṣṇik
8,26,1,8-26-1,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,2,8-26-2,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,3,8-26-3,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,4,8-26-4,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,5,8-26-5,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,6,8-26-6,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,7,8-26-7,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,8,8-26-8,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,9,8-26-9,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,10,8-26-10,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,11,8-26-11,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,12,8-26-12,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,13,8-26-13,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,14,8-26-14,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,15,8-26-15,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,uṣṇik
8,26,16,8-26-16,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,gāyatrī
8,26,17,8-26-17,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,gāyatrī
8,26,18,8-26-18,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,gāyatrī
8,26,19,8-26-19,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,aśvinau,gāyatrī
8,26,20,8-26-20,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,vāyuḥ,anuṣṭubh
8,26,21,8-26-21,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,vāyuḥ,gāyatrī
8,26,22,8-26-22,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,vāyuḥ,uṣṇik
8,26,23,8-26-23,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,vāyuḥ,uṣṇik
8,26,24,8-26-24,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,vāyuḥ,uṣṇik
8,26,25,8-26-25,8 - 26,viśvamanāḥ vaiyaśvaḥ vyaśvaḥ āṅgirasaḥ vā,vāyuḥ,gāyatrī
8,27,1,8-27-1,8 - 27,manuḥ vaivasvataḥ,viśvedevāḥ,bṛhatī
8,27,2,8-27-2,8 - 27,manuḥ vaivasvataḥ,viśvedevāḥ,satobṛhatī
8,27,3,8-27-3,8 - 27,manuḥ vaivasvataḥ,viśvedevāḥ,bṛhatī
8,27,4,8-27-4,8 - 27,manuḥ vaivasvataḥ,viśvedevāḥ,satobṛhatī
8,27,5,8-27-5,8 - 27,manuḥ vaivasvataḥ,viśvedevāḥ,bṛhatī
8,27,6,8-27-6,8 - 27,manuḥ vaivasvataḥ,viśvedevāḥ,satobṛhatī
